   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   1.9999999552965166E-004   6.8211818202712493E-004   3.9514903000537061E-004
   3.9999999105930331E-004   1.3898958363469660E-003   7.9715579845185403E-004
   5.9999998658895489E-004   2.0832290971242173E-003   1.1924403820131602E-003
   7.9999998211860662E-004   2.7625091197833740E-003   1.5801530483301462E-003
   9.9999997764825825E-004   3.4248163852694802E-003   1.9583647361187673E-003
   1.1999999731779098E-003   4.0667420306093049E-003   2.3250364081661701E-003
   1.3999999687075617E-003   4.6848854764149905E-003   2.6781853462694016E-003
   1.5999999642372132E-003   5.2760095151711539E-003   3.0159418769954982E-003
   1.7999999597668648E-003   5.8371127357474961E-003   3.3365797222231208E-003
   1.9999999552965165E-003   6.3654739516394443E-003   3.6385368762594794E-003
   2.1999999508261680E-003   6.8586837406243717E-003   3.9204315538512446E-003
   2.3999999463558195E-003   7.3146680671598574E-003   4.1810746510577701E-003
   2.5999999418854715E-003   7.7317058336632272E-003   4.4194792273444250E-003
   2.7999999374151235E-003   8.1084411245555543E-003   4.6348672076277353E-003
   2.9999999329447745E-003   8.4438905141155374E-003   4.8266734040112169E-003
   3.1999999284744265E-003   8.7374456734181649E-003   4.9945469344052640E-003
   3.3999999240040780E-003   8.9888714846253492E-003   5.1383501260175990E-003
   3.5999999195337295E-003   9.1982998852273568E-003   5.2581550121715281E-003
   3.7999999150633811E-003   9.3662196975472511E-003   5.3542375572348533E-003
   3.9999999105930330E-003   9.4934627385541148E-003   5.4270697704552617E-003
   4.1999999061226841E-003   9.5811865409416441E-003   5.4773098917948460E-003
   4.3999999016523361E-003   9.6308540503002860E-003   5.5057908542366363E-003
   4.5999998971819880E-003   9.6442106893519508E-003   5.5135072426395482E-003
   4.7999998927116391E-003   9.6232591992304606E-003   5.5016009796275966E-003
   4.9999998882412910E-003   9.5702326788540404E-003   5.4713459779165419E-003
   5.1999998837709430E-003   9.4875662471451960E-003   5.4241319985024461E-003
   5.3999998793005950E-003   9.3778677464726456E-003   5.3614479530423864E-003
   5.5999998748302469E-003   9.2438878957139536E-003   5.2848648817942490E-003
   5.7999998703598971E-003   9.0884902796233291E-003   5.1960188276112262E-003
   5.9999998658895491E-003   8.9146215374000803E-003   5.0965938122544685E-003
   6.1999998614192010E-003   8.7252820823522370E-003   4.9883051046109017E-003
   6.3999998569488530E-003   8.5234976498895776E-003   4.8728829507638238E-003
   6.5999998524785041E-003   8.3122919319862376E-003   4.7520569130981016E-003
   6.7999998480081560E-003   8.0946605177487641E-003   4.6275409454423766E-003
   6.9999998435378080E-003   7.8735463169010700E-003   4.5010193053300895E-003
   7.1999998390674591E-003   7.6518166024044376E-003   4.3741333826048390E-003
   7.3999998345971110E-003   7.4322417681287334E-003   4.2484695004034734E-003
   7.5999998301267621E-003   7.2174758592495891E-003   4.1255477225874415E-003
   7.7999998256564141E-003   7.0100388970857352E-003   4.0068116820464184E-003
   7.9999998211860660E-003   6.8123009885994179E-003   3.8936194253977874E-003
   8.1999998167157171E-003   6.6264681833700934E-003   3.7872352545207377E-003
   8.3999998122453682E-003   6.4545700164089226E-003   3.6888225316928924E-003
   8.5999998077750210E-003   6.2984486588888444E-003   3.5994374050645206E-003
   8.7999998033046721E-003   6.1597495841567707E-003   3.5200234029630906E-003
   8.9999997988343249E-003   6.0399136501843032E-003   3.4514068426432232E-003
   9.1999997943639760E-003   5.9401704961388191E-003   3.3942929956438661E-003
   9.3999997898936271E-003   5.8615331534781490E-003   3.3492629545008867E-003
   9.5999997854232782E-003   5.8047937789069692E-003   3.3167711487323004E-003
   9.7999997809529310E-003   5.7705204271556454E-003   3.2971434643513930E-003
   9.9999997764825821E-003   5.7590547965205019E-003   3.2905759288439640E-003
   1.0199999772012233E-002   5.7705108966530361E-003   3.2971339338487837E-003
   1.0399999767541886E-002   5.8047746078813134E-003   3.3167519776995391E-003
   1.0599999763071537E-002   5.8615041213911923E-003   3.3492339223784029E-003
   1.0799999758601190E-002   5.9401312712026311E-003   3.3942537706863618E-003
   1.0999999754130841E-002   6.0398637879259809E-003   3.4513569803777955E-003
   1.1199999749660494E-002   6.1596885257486633E-003   3.5199623445336670E-003
   1.1399999745190145E-002   6.2983757290595577E-003   3.5993644752068121E-003
   1.1599999740719794E-002   6.4544844210061569E-003   3.6887369363114431E-003
   1.1799999736249447E-002   6.6263690064332081E-003   3.7871360775554308E-003
   1.1999999731779098E-002   6.8121871893396246E-003   3.8935056260953615E-003
   1.2199999727308749E-002   7.0099093063618056E-003   4.0066820913224888E-003
   1.2399999722838402E-002   7.2173291759725089E-003   4.1254010392748341E-003
   1.2599999718368053E-002   7.4320765552542412E-003   4.2483042875005594E-003
   1.2799999713897706E-002   7.6516312830463562E-003   4.3739480632538630E-003
   1.2999999709427357E-002   7.8733391701391042E-003   4.5008121585254912E-003
   1.3199999704957008E-002   8.0944296743155064E-003   4.6273101019806973E-003
   1.3399999700486661E-002   8.3120353701673366E-003   4.7518003512294626E-003
   1.3599999696016312E-002   8.5232131911539000E-003   4.8725984919499865E-003
   1.3799999691545965E-002   8.7249673874083555E-003   4.9879904096030714E-003
   1.3999999687075616E-002   8.9142741022030236E-003   5.0962463769437250E-003
   1.4199999682605265E-002   9.0881074315802834E-003   5.1956359794189666E-003
   1.4399999678134918E-002   9.2434667903162904E-003   5.2844437762331609E-003
   1.4599999673664569E-002   9.3774053640345301E-003   5.3609855704550569E-003
   1.4799999669194222E-002   9.4870593901887901E-003   5.4236251413968262E-003
   1.4999999664723873E-002   9.5696779697505008E-003   5.4707912686353666E-003
   1.5199999660253524E-002   9.6226530781606812E-003   5.5009948583872870E-003
   1.5399999655783177E-002   9.6435494133046973E-003   5.5128459663933427E-003
   1.5599999651312828E-002   9.6301336922053338E-003   5.5050704959569430E-003
   1.5799999646842481E-002   9.5804029897053056E-003   5.4765263403524500E-003
   1.5999999642372132E-002   9.4926116995850407E-003   5.4262187313014465E-003
   1.6199999637901783E-002   9.3652966941348836E-003   5.3533145536022175E-003
   1.6399999633431434E-002   9.1973002605314491E-003   5.2571553872056143E-003
   1.6599999628961089E-002   8.9877904046105073E-003   5.1372690457185399E-003
   1.6799999624490736E-002   8.7362781303852444E-003   4.9933793910739155E-003
   1.6999999620020387E-002   8.4426313311709578E-003   4.8254142206829442E-003
   1.7199999615550042E-002   8.1070849607058904E-003   4.6335110433517457E-003
   1.7399999611079693E-002   7.7302471899471925E-003   4.4180205831452213E-003
   1.7599999606609344E-002   7.3131012934837258E-003   4.1795078767563609E-003
   1.7799999602138995E-002   6.8570030431516216E-003   3.9187508556608464E-003
   1.7999999597668650E-002   6.3636734013527985E-003   3.6367363251201823E-003
   1.8199999593198301E-002   5.8351862773662333E-003   3.3346532627973602E-003
   1.8399999588727952E-002   5.2739509770063364E-003   3.0138833375161767E-003
   1.8599999584257603E-002   4.6826885807718099E-003   2.6759884489138130E-003
   1.8799999579787254E-002   4.0644004047862836E-003   2.3226947800196740E-003
   1.8999999575316909E-002   3.4223235733463753E-003   1.9558719208205844E-003
   1.9199999570846556E-002   2.7598585948567234E-003   1.5775025181454794E-003
   1.9399999566376207E-002   2.0804142750634469E-003   1.1896255506513853E-003
   1.9599999561905862E-002   1.3869100941050760E-003   7.9417003550474874E-004
   1.9799999557435513E-002   6.7895491945790809E-004   3.9198568943987766E-004
   1.9999999552965164E-002   3.3381593596004677E-006   3.3413279467708890E-006
