   0.0000000000000000        0.0000000000000000     
   1.9999999552965166E-004   4.0057204907313348E-003
   3.9999999105930331E-004   8.0098861463113735E-003
   5.9999998658895489E-004   1.1990562339271094E-002
   7.9999998211860662E-004   1.5938659710613479E-002
   9.9999997764825825E-004   1.9844180545725010E-002
   1.1999999731779098E-003   2.3697242079748548E-002
   1.3999999687075617E-003   2.7488294200978203E-002
   1.5999999642372132E-003   3.1208224478504576E-002
   1.7999999597668648E-003   3.4848433193864992E-002
   1.9999999552965165E-003   3.8400894817357312E-002
   2.1999999508261680E-003   4.1858210073890234E-002
   2.3999999463558195E-003   4.5213649706006720E-002
   2.5999999418854715E-003   4.8461190177832236E-002
   2.7999999374151235E-003   5.1595541325887950E-002
   2.9999999329447745E-003   5.4612165936781309E-002
   3.1999999284744265E-003   5.7507291282277606E-002
   3.3999999240040780E-003   6.0277912724203020E-002
   3.5999999195337295E-003   6.2921789590589583E-002
   3.7999999150633811E-003   6.5437433616445162E-002
   3.9999999105930330E-003   6.7824090327178510E-002
   4.1999999061226841E-003   7.0081713820968616E-002
   4.3999999016523361E-003   7.2210935473655979E-002
   4.5999998971819880E-003   7.4213027148040567E-002
   4.7999998927116391E-003   7.6089859531869308E-002
   4.9999998882412910E-003   7.7843856264223632E-002
   5.1999998837709430E-003   7.9477944528328237E-002
   5.3999998793005950E-003   8.0995502797485130E-002
   5.5999998748302469E-003   8.2400306418321634E-002
   5.7999998703598971E-003   8.3696471700129393E-002
   5.9999998658895491E-003   8.4888399155502725E-002
   6.1999998614192010E-003   8.5980716505133614E-002
   6.3999998569488530E-003   8.6978222019283180E-002
   6.5999998524785041E-003   8.7885828721248060E-002
   6.7999998480081560E-003   8.8708509929432466E-002
   6.9999998435378080E-003   8.9451246558944320E-002
   7.1999998390674591E-003   9.0118976548765772E-002
   7.3999998345971110E-003   9.0716546725388980E-002
   7.5999998301267621E-003   9.1248667357930913E-002
   7.7999998256564141E-003   9.1719869608795079E-002
   7.9999998211860660E-003   9.2134466033897411E-002
   8.1999998167157171E-003   9.2496514242228045E-002
   8.3999998122453682E-003   9.2809783785426703E-002
   8.5999998077750210E-003   9.3077726313147480E-002
   8.7999998033046721E-003   9.3303449002526406E-002
   8.9999997988343249E-003   9.3489691248706208E-002
   9.1999997943639760E-003   9.3638804586106517E-002
   9.3999997898936271E-003   9.3752735802553389E-002
   9.5999997854232782E-003   9.3833013201425786E-002
   9.7999997809529310E-003   9.3880735970046203E-002
   9.9999997764825821E-003   9.3896566615661925E-002
   1.0199999772012233E-002   9.3880726439536488E-002
   1.0399999767541886E-002   9.3832994030385919E-002
   1.0599999763071537E-002   9.3752706770430905E-002
   1.0799999758601190E-002   9.3638765361149012E-002
   1.0999999754130841E-002   9.3489641386426570E-002
   1.1199999749660494E-002   9.3303387944089877E-002
   1.1399999745190145E-002   9.3077653383289771E-002
   1.1599999740719794E-002   9.2809698190023937E-002
   1.1799999736249447E-002   9.2496415065255633E-002
   1.1999999731779098E-002   9.2134352234580774E-002
   1.2199999727308749E-002   9.1719740018049833E-002
   1.2399999722838402E-002   9.1248520674604094E-002
   1.2599999718368053E-002   9.0716381512464750E-002
   1.2799999713897706E-002   9.0118791229393480E-002
   1.2999999709427357E-002   8.9451039412125510E-002
   1.3199999704957008E-002   8.8708279085956576E-002
   1.3399999700486661E-002   8.7885572159358105E-002
   1.3599999696016312E-002   8.6977937560448026E-002
   1.3799999691545965E-002   8.5980401810097362E-002
   1.3999999687075616E-002   8.4888051720177771E-002
   1.4199999682605265E-002   8.3696088851937134E-002
   1.4399999678134918E-002   8.2399885312767651E-002
   1.4599999673664569E-002   8.0995040414904906E-002
   1.4799999669194222E-002   7.9477437671229723E-002
   1.4999999664723873E-002   7.7843301554956668E-002
   1.5199999660253524E-002   7.6089253410650315E-002
   1.5399999655783177E-002   7.4212365871836994E-002
   1.5599999651312828E-002   7.2210215115418919E-002
   1.5799999646842481E-002   7.0080930269554642E-002
   1.5999999642372132E-002   6.7823239288060222E-002
   1.6199999637901783E-002   6.5436510612848053E-002
   1.6399999633431434E-002   6.2920789965673407E-002
   1.6599999628961089E-002   6.0276831643946593E-002
   1.6799999624490736E-002   5.7506123738988890E-002
   1.6999999620020387E-002   5.4610906753495669E-002
   1.7199999615550042E-002   5.1594185161647488E-002
   1.7399999611079693E-002   4.8459731533675665E-002
   1.7599999606609344E-002   4.5212082931740838E-002
   1.7799999602138995E-002   4.1856529375735363E-002
   1.7999999597668650E-002   3.8399094266246436E-002
   1.8199999593198301E-002   3.4846506734460547E-002
   1.8399999588727952E-002   3.1206165939032360E-002
   1.8599999584257603E-002   2.7486097303629720E-002
   1.8799999579787254E-002   2.3694900451616263E-002
   1.8999999575316909E-002   1.9841687730433932E-002
   1.9199999570846556E-002   1.5936009180435917E-002
   1.9399999566376207E-002   1.1987747507916424E-002
   1.9599999561905862E-002   8.0069003833713737E-003
   1.9799999557435513E-002   4.0025571501658419E-003
   1.9999999552965164E-002   3.3413279467708890E-006
